repository,pr_number,title,body,state,draft,author_login,author_association,created_at,updated_at,closed_at,merged_at,target_branch,source_branch,html_url,labels,was_merged,merge_target,outcome_label,additions,deletions,changed_files,commit_count,raw_data_available
pallets/flask,6094,AI junk,"## Description

Fixes incorrect host parsing for IPv6 addresses in two locations.

## Problem

Two places used `.partition("":"")` to split host:port, which breaks for IPv6 addresses like `[::1]:8000` because the colon inside the bracket notation is not the host:port separator.

1. **testing.py:180** - `ctx.request.host.partition("":"")[0]` returns `[::1` instead of `::1` for IPv6 host headers
2. **app.py:724** - `server_name.partition("":"")` returns `[::1` as host and `8000]` as port for IPv6 SERVER_NAME

## Fix

- **testing.py**: Use bracket-aware parsing - if host starts with `[`, extract hostname between brackets; otherwise use existing partition logic
- **app.py**: Use bracket-aware parsing - if server_name starts with `[`, find the `]` bracket and parse port after it; otherwise use existing partition logic

## Testing

Added comprehensive test cases covering:
- IPv4 with port: `127.0.0.1:8000`
- IPv6 with port: `[::1]:8000`
- IPv4 without port: `localhost`
- IPv6 without port: `[::1]`
- IPv6 full address: `[2001:db8::1]:8080`

All tests pass.

Closes #6093",closed,False,abhi-0203,NONE,2026-07-14T04:41:33Z,2026-07-14T12:47:33Z,2026-07-14T12:47:29Z,,main,fix/ipv6-host-parsing,https://github.com/pallets/flask/pull/6094,[],False,0,Closed without merge,,,,,True
pallets/flask,6091,AI junk,"## Summary

Fixes #6071 and two pre-existing CI failures on `main`.

### pytest 9.1 compatibility (#6071)

pytest 9.1 removed the private `notset` sentinel from `_pytest.monkeypatch` (now `NOTSET` in `_pytest.compat`). The test suite imported `notset` and directly manipulated `monkeypatch._setitem`, causing a collection-time crash with pytest 9.1+.

- **`tests/conftest.py`**: Use `pytest.MonkeyPatch()` + `delenv()` instead of `_pytest.monkeypatch.MonkeyPatch()` + `notset`. The `_reset_os_environ` fixture now also cleans up dotenv test keys (`FOO`, `BAR`, `SPAM`, `HAM`, `EGGS`) that `load_dotenv()` sets directly, bypassing monkeypatch's tracking.
- **`tests/test_cli.py`**: Replace `from _pytest.monkeypatch import notset` and `monkeypatch._setitem.append((os.environ, item, notset))` with `monkeypatch.delenv(item, raising=False)`.

### Development Versions CI: deprecated werkzeug API

werkzeug main (3.2 dev) deprecated `parse_cache_control_header` and `parse_set_header` (removal in 3.3). With `filterwarnings = [""error""]`, the `DeprecationWarning` crashes test collection.

- **`tests/test_blueprints.py`**: Use `ResponseCacheControl.from_header()` instead of `parse_cache_control_header()`, with `hasattr` fallback to the old function for `werkzeug < 3.2`.
- **`tests/test_views.py`**: Use `HeaderSet.from_header()` instead of `parse_set_header()`, with `hasattr` fallback for `werkzeug < 3.2`.

### Minimum Versions CI: click ParamType subscripting

`click.ParamType` became subscriptable in click 8.2, but Flask declares `click>=8.1.3` as minimum. `class CertParamType(click.ParamType[t.Any])` crashes on click 8.1.3 with `TypeError: type 'ParamType' is not subscriptable`.

- **`src/flask/cli.py`**: Use `click.ParamType` directly as the base class — the generic parameter is only for type checkers and has no runtime effect.

## Test Plan

- [x] Full test suite passes on pytest 9.1.1 + werkzeug main + click main (491 passed)
- [x] Full test suite passes on pytest 9.1.1 + werkzeug 3.1.0 + click 8.1.3 (133 passed for affected modules)
- [x] Test suite crashes without the pytest fix (ImportError on `notset`)
- [x] No deprecation warnings from werkzeug with `filterwarnings = [""error""]`",closed,False,usamashehab,NONE,2026-07-11T01:11:52Z,2026-07-11T01:25:20Z,2026-07-11T01:24:38Z,,main,fix/pytest-9.1-compat-6071,https://github.com/pallets/flask/pull/6091,[],False,0,Closed without merge,,,,,True
pallets/flask,6090,AI junk,"## Summary

- add `app.query()` and `blueprint.query()` route shortcuts
- dispatch `QUERY` requests to `MethodView.query()` and include the method in automatic method discovery
- add focused route and class-based view tests
- document `QUERY` for safe, body-carrying read-only queries

## Why

HTTP `QUERY` (RFC 10008) provides a standardized way to send a safe, idempotent query with a request body. Flask already accepts arbitrary method names through `route`; this adds the ergonomic APIs users expect alongside `get`, `post`, `put`, `patch`, and `delete`.

## Validation

- `python -m pytest -q tests/test_basic.py tests/test_views.py` — 149 passed
- `python -m compileall -q src/flask/sansio/scaffold.py src/flask/views.py tests/test_basic.py tests/test_views.py`
- `git diff --check`

Fixes #6065",closed,False,aouxwoux,NONE,2026-07-10T11:42:03Z,2026-07-10T15:34:34Z,2026-07-10T12:31:19Z,,main,codex/http-query-support,https://github.com/pallets/flask/pull/6090,[],False,0,Closed without merge,,,,,True
pallets/flask,6089,AI junk,"## Summary

`SECRET_KEY_FALLBACKS` is documented and implemented as a list of old signing keys. If an app accidentally configures it as a scalar string or bytes value, the session interface currently calls `keys.extend(fallbacks)`, which expands the value into one-character or one-byte fallback keys before constructing the `itsdangerous` serializer.

This rejects scalar `str` and `bytes` fallback values before building the key list, while preserving the existing list-based key rotation behavior.

## Security impact

For an affected app using signed cookie sessions, a misconfigured value such as `SECRET_KEY_FALLBACKS = ""old-secret""` could make Flask accept cookies signed with a single-character fallback key such as `""o""`. I verified the pre-fix behavior with a cookie signed using `""o""`; the session loaded successfully when `SECRET_KEY_FALLBACKS` was a string. After this change, the same request raises a configuration `TypeError` instead of accepting the forged session.

This can also happen through environment configuration if a value is supplied as a plain string instead of JSON/list syntax.

## Validation

- `python3 -m py_compile src/flask/sessions.py tests/test_basic.py`
- `/tmp/flask-verify-venv/bin/ruff check src/flask/sessions.py tests/test_basic.py`
- `/tmp/flask-verify-venv/bin/ruff format --check src/flask/sessions.py tests/test_basic.py`
- `/tmp/flask-verify-venv/bin/python -m pytest tests/test_basic.py::test_session_secret_key_fallbacks tests/test_basic.py::test_session_secret_key_fallbacks_rejects_string_or_bytes -q`
- local full suite before cleanup: `493 passed in 6.36s`",closed,False,M0nd0R,NONE,2026-07-09T21:58:27Z,2026-07-09T22:19:31Z,2026-07-09T22:19:24Z,,main,security/secret-key-fallback-type-check,https://github.com/pallets/flask/pull/6089,[],False,0,Closed without merge,,,,,True
pallets/flask,6088,tests: avoid private pytest monkeypatch internals for pytest 9.1,"Closes #6071

Avoid private pytest monkeypatch internals in the test suite so collection works with pytest 9.1, where `notset` is no longer exported from `_pytest.monkeypatch`.

- Set the Flask CLI environment baseline with public `monkeypatch.delenv(..., raising=False)` calls for each test.
- Replace direct `_setitem` manipulation in dotenv tests with an explicit fixture that ensures their test variables are absent before and after each test.

The existing per-test environment isolation is preserved without relying on pytest's internal sentinel or undo-stack representation.

Tests:

- `.venv\\Scripts\\python.exe -m pytest tests/test_cli.py -q` (58 passed)
- `.venv\\Scripts\\python.exe -m pytest tests -q` (491 passed)
- `.venv\\Scripts\\ruff.exe check tests/conftest.py tests/test_cli.py`",closed,False,Muhtasim-Munif-Fahim,NONE,2026-07-09T21:04:58Z,2026-07-11T21:58:37Z,2026-07-09T21:06:09Z,,main,codex/flask-pytest-9-monkeypatch-compat,https://github.com/pallets/flask/pull/6088,[],False,0,Closed without merge,,,,,True
pallets/flask,6087,AI junk,"## Summary

Updates Flask's tests to support pytest 9.1, where the `notset` sentinel is no longer available from `_pytest.monkeypatch`.

The tests now use a small compatibility import:

- older pytest: `_pytest.monkeypatch.notset`
- pytest 9.1+: `_pytest.compat.NOTSET`

This keeps the existing monkeypatch behavior while allowing the test suite to collect and run with pytest 9.1.

## Problem observed

With pytest 9.1.1, test collection failed with:

`ImportError: cannot import name 'notset' from '_pytest.monkeypatch'`

## Validation

pytest 9.1.1:

`uv run --with pytest==9.1.1 pytest tests/`

Result:

`491 passed`

Current project pytest:

`uv run pytest tests/`

Result:

`491 passed`

Ruff check:

`uv run ruff check tests/conftest.py tests/test_cli.py`

Result:

`All checks passed!`

## Related issue

Fixes #6071.",closed,False,mohamedjaazeer4-sketch,NONE,2026-07-08T09:35:50Z,2026-07-08T12:59:17Z,2026-07-08T12:59:09Z,,main,fix-pytest-91-notset,https://github.com/pallets/flask/pull/6087,[],False,0,Closed without merge,,,,,True
pallets/flask,6086,Add hardcoded secret key to app.py,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. An issue is not required for fixing typos in
documentation, or other simple non-code changes.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.

fixes #<issue number>
-->

<!--
Ensure each step in CONTRIBUTING.rst is complete, especially the following:

- Add tests that demonstrate the correct behavior of the change. Tests
  should fail without the change.
- Add or update relevant docs, in the docs folder and in code.
- Add an entry in CHANGES.rst summarizing the change and linking to the issue.
- Add `.. versionchanged::` entries in any relevant code docs.
-->",closed,False,koppularoshitha,NONE,2026-07-08T05:25:30Z,2026-07-08T06:26:17Z,2026-07-08T06:26:17Z,,main,koppularoshitha-patch-1,https://github.com/pallets/flask/pull/6086,[],False,0,Closed without merge,,,,,True
pallets/flask,6085,Fix test suite crash caused by Pytest 9.1 update,"Hello! I noticed the test suite was crashing because the newly released Pytest version 9.1 completely removed the notset attribute from their monkeypatch library.

To fix this I went into the test configuration and command line interface files to remove the old setup code that relied on that deleted variable. I replaced that old logic with the standard delenv method and passed the raising flag as False. This safely clears out the environment variables without throwing an error if they are already empty.

I ran the full test suite locally and everything is passing perfectly again. Let me know if you need me to adjust anything else!",closed,False,Nagendraprasad-hub,NONE,2026-07-07T16:29:17Z,2026-07-07T18:19:03Z,2026-07-07T18:19:03Z,,main,fix-pytest-compatibility,https://github.com/pallets/flask/pull/6085,[],False,0,Closed without merge,,,,,True
pallets/flask,6083,AI junk,"`pytest 9.1` removed the internal `notset` sentinel object from `_pytest.monkeypatch` (moving it to `_pytest.compat.NOTSET`). This causes a collection-time crash because the test suite imports `notset` from the old location in `conftest.py` and `test_cli.py`.

We resolve this by falling back to import `NOTSET` from `_pytest.compat` first, then `_pytest.monkeypatch` for backward compatibility.",closed,False,Hasnaathussain,NONE,2026-07-07T12:58:14Z,2026-07-07T15:08:26Z,2026-07-07T14:09:26Z,,main,fix/6071-pytest-9-1-notset-collection-crash,https://github.com/pallets/flask/pull/6083,[],False,0,Closed without merge,,,,,True
pallets/flask,6081,AI junk,"The Blueprint constructor rejects a name that contains a dot, because dots are the separator used for nested blueprint names and endpoints. The name can also be overridden at registration with the name option, but that path was not validated, so a dotted name was silently accepted.

A dotted registered name is then treated as a nested hierarchy. For example register_blueprint(bp, name=""a.b"") registers the blueprint as ""a.b"" while request.blueprints reports [""a.b"", ""a""], referencing a parent scope ""a"" that was never registered. Endpoints and blueprint scoped lookups (error handlers, url_for, request.blueprint) walk that non existent scope.

Apply the same check to the name option so both paths raise the same ValueError. Added a test alongside the existing constructor test.",closed,False,iammcoding,NONE,2026-07-05T13:20:10Z,2026-07-05T13:34:07Z,2026-07-05T13:29:01Z,,main,fix-blueprint-dotted-name,https://github.com/pallets/flask/pull/6081,[],False,0,Closed without merge,,,,,True
pallets/flask,6080,fix: copy jinja_options per-instance to prevent shared mutable class default,"## Summary

- `jinja_options: dict[str, t.Any] = {}` at `sansio/app.py:248` is a class-level mutable dict shared across all Flask instances and subclasses.
- Mutations to `jinja_options` on one instance silently bleed into all other instances.
- Fix: copy in `__init__` with `self.jinja_options = dict(self.__class__.jinja_options)`.

## Test plan
- [ ] Create two Flask instances; mutate `app1.jinja_options`; verify `app2.jinja_options` is unaffected.
- [ ] Subclass Flask with custom `jinja_options`; verify instances of both the base and the subclass have independent dicts.

🤖 Generated with [Claude Code](https://claude.com/claude-code)",closed,False,webdevdot,NONE,2026-07-04T04:57:59Z,2026-07-04T12:37:17Z,2026-07-04T12:37:17Z,,main,fix/jinja-options-mutable-default,https://github.com/pallets/flask/pull/6080,[],False,0,Closed without merge,,,,,True
pallets/flask,6079,docs: improve wording and grammar in API documentation,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. An issue is not required for fixing typos in
documentation, or other simple non-code changes.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.

fixes #<issue number>
-->

<!--
Ensure each step in CONTRIBUTING.rst is complete, especially the following:

- Add tests that demonstrate the correct behavior of the change. Tests
  should fail without the change.
- Add or update relevant docs, in the docs folder and in code.
- Add an entry in CHANGES.rst summarizing the change and linking to the issue.
- Add `.. versionchanged::` entries in any relevant code docs.
-->",closed,False,dhruvatr,NONE,2026-07-03T05:16:17Z,2026-07-03T16:36:06Z,2026-07-03T16:36:06Z,,main,patch-1,https://github.com/pallets/flask/pull/6079,[],False,0,Closed without merge,,,,,True
pallets/flask,6078,AI junk,"Use the monkeypatch module's current sentinel name instead of importing the removed `_pytest.monkeypatch.notset` symbol directly.

Pytest 9.1 exposes the sentinel as `_pytest.monkeypatch.NOTSET`, while pytest 9.0 still uses `_pytest.monkeypatch.notset`. This keeps the existing monkeypatch bookkeeping behavior on both versions, while allowing Flask's tests to collect and run with pytest 9.1.

This also keeps `CertParamType` generic for static type checkers while avoiding runtime subscripting of `click.ParamType` on older supported Click versions, and avoids Werkzeug main deprecation warnings in tests by preferring the newer datastructure parsing helpers when they are available.

fixes #6071

Validation:
- With pytest 9.0.3 / Click 8.1.3 / Werkzeug 3.1.0:
  - `python -m pytest tests -q`
- With pytest 9.1.1 / Click 8.4.2 / Werkzeug 3.1.8:
  - `python -m pytest tests -q`
- `python -m mypy`
- `pyright --pythonpath <venv>/bin/python`
- `python -m py_compile src/flask/cli.py tests/conftest.py tests/test_cli.py tests/test_blueprints.py tests/test_views.py`
- `python -m ruff check src/flask/cli.py tests/conftest.py tests/test_cli.py tests/test_blueprints.py tests/test_views.py`
- `git diff --check`",closed,False,ishaanlabs-gg,NONE,2026-07-02T15:55:08Z,2026-07-02T17:10:10Z,2026-07-02T17:10:05Z,,main,fix-pytest-91-notset,https://github.com/pallets/flask/pull/6078,[],False,0,Closed without merge,,,,,True
pallets/flask,6077,Dockerize Flask Tutorial Application,"## Summary
- Added a Dockerfile to containerize the Flask tutorial application.
- Added a deploy.sh script to automate Docker build and deployment.
- Verified the application runs successfully inside a Docker container.
- Initialized the SQLite database using the Flask CLI.

## Testing
- Built the Docker image successfully.
- Ran the container on port 5000.
- Verified the application in the browser.",closed,False,Akshay4527,NONE,2026-07-02T15:06:45Z,2026-07-03T00:13:43Z,2026-07-02T15:10:10Z,,main,feature/dockerize,https://github.com/pallets/flask/pull/6077,[],False,0,Closed without merge,,,,,True
pallets/flask,6076,Containerize and deploy Flask tutorial app with Docker,"Containerizes the Flaskr tutorial app as part of the Omega Solutions DevOps internship assignment.

- Added Dockerfile (python:3.12-slim base, handles flit_core build requirement, initializes SQLite db on startup)
- Added deploy.sh to automate build/run with idempotent redeployment
- Documented build/run instructions and troubleshooting in README.md
- Added screenshots of the running app and container logs",closed,False,gasalabi,NONE,2026-07-02T11:13:36Z,2026-07-02T11:40:33Z,2026-07-02T11:15:52Z,,main,feature/dockerize,https://github.com/pallets/flask/pull/6076,[],False,0,Closed without merge,,,,,True
pallets/flask,6075,Containerize and deploy Flask tutorial app with Docker,"Containerizes the Flaskr tutorial app as part of the Omega Solutions DevOps internship assignment.

- Added Dockerfile (python:3.12-slim base, handles flit_core build requirement, initializes SQLite db on startup)
- Added deploy.sh to automate build/run with idempotent redeployment
- Documented build/run instructions and troubleshooting in README.md
- Added screenshots of the running app and container logs",closed,False,gasalabi,NONE,2026-07-02T11:06:03Z,2026-07-02T11:07:13Z,2026-07-02T11:07:13Z,,main,feature/dockerize,https://github.com/pallets/flask/pull/6075,[],False,0,Closed without merge,,,,,True
pallets/flask,6074,Dockerize Flask tutorial application,"## Summary

This pull request containerizes the Flask tutorial application for development deployment.

### Changes Made

* Added Dockerfile for containerization
* Added requirements.txt
* Created deploy.sh automation script
* Updated README.md with deployment instructions
* Added deployment screenshots

### Features

* Dockerized Flask application
* Automated deployment workflow
* Deployment documentation included

### Verification

* Docker image builds successfully
* Container runs successfully
* Flask application accessible at `http://localhost:5000`",closed,False,sunis2005,NONE,2026-07-02T10:19:13Z,2026-07-02T16:21:14Z,2026-07-02T10:23:17Z,,main,feature/dockerize,https://github.com/pallets/flask/pull/6074,[],False,0,Closed without merge,,,,,True
pallets/flask,6073,Dockerize Flask tutorial application,"## Summary

This pull request containerizes the Flask tutorial application for development deployment.

### Changes Made

* Added Dockerfile for containerization
* Added requirements.txt
* Created deploy.sh automation script
* Updated README.md with deployment instructions
* Added deployment screenshots

### Features

* Dockerized Flask application
* Automated deployment workflow
* Deployment documentation included

### Verification

* Docker image builds successfully
* Container runs successfully
* Flask application accessible at `http://localhost:5000`",closed,False,sunis2005,NONE,2026-07-02T07:56:41Z,2026-07-02T07:58:57Z,2026-07-02T07:58:56Z,,main,feature/dockerize,https://github.com/pallets/flask/pull/6073,[],False,0,Closed without merge,,,,,True
pallets/flask,6072,Fix pytest >= 9.1 compatibility,"pytest 9.1 removed the private `notset` sentinel from `_pytest.monkeypatch` (now `NOTSET` in `_pytest.compat`). Add compatibility shim in tests/test_cli.py

Assisted-by: Claude Opus 4.6

fixes #6071",closed,False,hrnciar,NONE,2026-07-02T07:39:47Z,2026-07-02T12:44:00Z,2026-07-02T12:44:00Z,,main,patch-2,https://github.com/pallets/flask/pull/6072,[],False,0,Closed without merge,,,,,True
pallets/flask,6070,Dockerize Flask tutorial application,"## Summary

This pull request containerizes the Flask tutorial application for development deployment.

### Changes Made

* Added Dockerfile for containerization
* Added requirements.txt
* Created deploy.sh automation script
* Updated README.md with deployment instructions
* Added deployment screenshots

### Features

* Dockerized Flask application
* Automated deployment workflow
* Idempotent deployment script
* Documentation for setup and troubleshooting

### Verification

* Docker image builds successfully
* Container runs successfully
* Flask application accessible at `http://localhost:5000`",closed,False,sunis2005,NONE,2026-07-02T06:56:14Z,2026-07-02T06:58:04Z,2026-07-02T06:58:04Z,,main,feature/dockerize,https://github.com/pallets/flask/pull/6070,[],False,0,Closed without merge,,,,,True
pallets/flask,6069,ignore jinja suffix when selecting autoescape,"strip a trailing .jinja/.jinja2/.j2 suffix in select_jinja_autoescape before matching the extension, otherwise a template using the common Jinja naming convention like page.html.jinja or icon.svg.j2 renders without HTML escaping while a plain notes.txt.j2 stays unescaped.",closed,False,arib06,NONE,2026-07-01T05:23:32Z,2026-07-01T12:04:24Z,2026-07-01T11:15:42Z,,main,jinja-suffix-autoescape,https://github.com/pallets/flask/pull/6069,[],False,0,Closed without merge,,,,,True
